restaurant_name,rating,address,cuisine,postal_code
Tok Panjang Peranakan Cafe,3.4,392 East Coast Road 428992,Peranakan,428992
Jpot,3.6,1 Harbourfront Walk; #01-53 Vivo City 098585,Singaporean,098585
See Sean Rice Stall,3.7,32 New Market Road; #01-1026 People's Park Cooked Food Centre 050032,Seafood,050032
Nasi Padang,3.4,50 Market Street; #02-07 Food Centre; 048940,Singaporean,048940
Subway Niche,3.4,290 Orchard Road; #B1-K3 Paragon 238859,Asian,238859
Chicken Rice,3.8,500 Dover Road; Stall 8 Singapore Polytechnic 139651,Singaporean,139651
Heng Heng Fish Soup,3.4,79 Telok Blangah Drive; #01-15 Food Centre 100079,Singaporean,100079
Food Street Keng Fish Head Steamboat Eating House,3.4,116 Rangoon Road 218394,Seafood,218394
Eight Treasures Vegetarian,3.9,282 South Bridge Road 058831,Chinese,058831
Harvest Seafood,2.6,37 Boat Quay; Boat Quay 049826,Seafood,049826
Jadeite Vegetarian Restaurant,4.1,470 North Bridge Road; #03-21 Bugis Cube 188735,Healthy Food,188735
Nur Aishah Muslim Food,3,7 Empress Road; #01-101 Market & Food Centre 260007,Singaporean,260007
Tiong Bahru Wah Yuen,3.4,79 Telok Blangah Drive; #01-12 Food Centre 100079,Singaporean,100079
Kassim Stall,3.4,79 Telok Blangah Drive; #01-26 Telok Blangah Drive Food Centre 100079,Singaporean,100079
Leng Heng Chicken Rice,3.4,1220 East Coast Parkway; #01-07 East Coast Lagoon Food Village 468960,Singaporean,468960
Siti Nur Liyana Claypot Noodles,2.9,2 Adam Road; #01-14 Food Centre 289876,Indonesian,289876
That Coffee Place,3.7,297C Compassvale Street,Cafe,Street
Sakunthala's,2.9,88 Syed Alwi Road; #01-01 Royal India Hotel 207667,Chinese,207667
Cyberdine Kafe,2.9,21 Media Circle; #01-07 Infinite Studios 138562,Cafe,138562
Chopsuey Cafe,4.2,38 Martin Road,Cafe,Road
J - Dee's Gourmet,3.5,2 Dalhousie Lane 209671,Cafe,209671
Uncle Chicken Rice,3.9,348 Bedok Road; Bedok 469560,Singaporean,469560
The Glass House,3.6,11 Canning Walk; Hotel Fort Canning 178881,Indonesian,178881
Vegetarian Food,3.4,503 West Coast Drive; #01-44 Ayer Rajah Food Centre 120503,Singaporean,120503
De'beer Seafood Restaurant,4,106 Clementi Street 12; #01-38/40/42 Sunset Way 120106,Seafood,120106
Sally's Wu Xiang Xia Bing,4.5,293 Yishun Street 22; South-24 Coffee Shop 760293,Singaporean,760293
Harrianns Nonya Table,4,230 Victoria Street Bugis Junction; #01-01A Bugis Junction Towers; 188024,Peranakan,188024
Master Crab Seafood Restaurant,3.4,19 Ghim Moh Road; #01-229 270019,Seafood,270019
Song Heng Fishball Noodles,4.6,11 Telok Blangah Crescent; #01-124 Market & Food Centre 090011,Chinese,090011
Home Of Joy Steamboat Restaurant,4,494 Changi Road 419901,Chinese,419901
Geylang Lor 20 Banana Fritters,4.4,51 Old Airport Road; 57 Hawkers' Centre 390051,Singaporean,390051
Tiong Shian Porridge Centre,3.6,265 New Bridge Road; Ann Kway Building 088745,Singaporean,088745
Bee Heng Popiah,3.5,500 Clemenceau Ave North #01-12; Newton Food Centre 229495,Singaporean,229495
Quan Sheng Wanton Noodle,3,37A Teban Garden; #01-04 Teban Gardens Market Food Centre 601037,Singaporean,601037
Yan Fried Bee Hoon,4,85 Redhill Lane; #01-09 Redhill Food Centre 150085,Singaporean,150085
Happy hawkers,3.3,267 Compassvale Link; #01-02 540267,Chinese,540267
Zen Fut Sai Kai Vegetarian Restaurant,4,147 Kitchener Road 208524,Healthy Food,208524
Jubilee Coffee House & Bar,3.6,580 Netheravon Road 508516,Singaporean,508516
Lee Fun Nam Kee Chicken Rice,3.7,94 Lorong 4 Toa Payoh; #01-04 310094,Chinese,310094
Ia Xiang Du Du Nyonya Kueh,3,38A Beo Crescent; #01-63 Market & Food Center 169982,Peranakan,169982
Lucky Lucky Catering & Restaurant,3,41 Mosque Street 059519,Singaporean,059519
Wang Wang,4.5,335 Smith Street; #02-1 Chinatown Complex Market Food Centre 050335,Singaporean,050335
Tong Fong Fatt Hainanese Boneless Chicken Rice,3.3,90 Whampoa Drive; #01-35 Makan Place; 320090,Hainanese,320090
Zhong Pin Noodle House,4.3,51 Upper Bukit Timah Road; #02-147 Bukit Timah Market 588215,Singaporean,588215
Wei Ji Cooked Food,2.9,144 Upper Bukit Timah Road; #04-39 Beauty World Centre 588177,Singaporean,588177
The Mustard Incident,4,83 Club Street 069451,American,069451
Kusina De Pinoy,3.1,50 East Coast Road; #01-80 Roxy Square 428769,Chinese,428769
Cuppage Beef Noodle,3.4,313 Orchard Road; #05-01 Food Republic At At Somerset; 313 238895,Singaporean,238895
Old Tiong Bahru Bak Kut Teh,3.4,58 Seng Poh Road; #01-31 Tiong Bahru Estate 160058,Singaporean,160058
Top 1 Home Made Noodle,3.9,144 Upper Bukit Timah Road; #04-44 Beauty World Centre 588177,Singaporean,588177
Ah Yi Handmade Noodle Fish Soup,3.6,4A Woodlands Centre Road; #02-23 Woodlands Centre Road Food Centre 731004,Singaporean,731004
Foo House,3.6,6 Jalan Pari Burong 488672,European,488672
Restaurant 121,3.7,6 Hougang Avenue 3; #01-84 Avenue; Hougang 530006,Cafe,530006
Sembawang Eating House,3.6,8 Marina Gardens Drive; #01/05 Marina Barrage 018951,Seafood,018951
Le Le Pot,3.8,58 Seng Poh Road; #01-23 160058,Singaporean,160058
101 Wantan Noodle,4.4,505 Beach Road; #B1-39 Golden Mile Food Centre 199583,Singaporean,199583
Bean Singapore,3.5,1 Kadayayanallur Street; #01-86 Maxwell Food Centre 069184,Desserts,069184
Yong Huat,3.4,125/127 East Coast Road 428810,Singaporean,428810
Tian Tian Fatt Rice & Porridge,3,210 Lorong 8 Toa Payoh; #01-213 310210,Singaporean,310210
Lucky Newton Seafood,3.5,500 Clemenceau Avenue; #01- Food Centre 229495,Seafood,229495
Nam Kee Hainanese Chicken Rice Branch,3.5,70 Zion Road; Stall 22 Zion Riverside Food Centre 247792,Singaporean,247792
Healthy Vegetarian,3.4,79 Telok Blangah Drive; #01-35 Telok Blangah Food Centre 100079,Singaporean,100079
Ri Xin Snack Delights,3.4,1 Kadayanallur Street; #01-55 Maxwell Food Centre 069184,Desserts,069184
Fo Shou Vegetarian Food,3.1,3 Yung Sheng Road; #03-151 Taman Jurong Market & Food Centre 618499,Singaporean,618499
Joo Chiat Laksa,4.3,335 Smith Street; 02-195 Chinatown Complex 050335,Singaporean,050335
Koi Cafe At Yew Tee,2.9,61 Choa Chu Kang Drive; #01-03 T 689715,Chinese,689715
Our Rice,2.9,117 Aljunied Avenue 2; #01-08 Aljunied Market & Food Centre 380117,Hainanese,380117
Hui Ji Fish Ball Noodle,2.8,30 Seng Poh Road; #02-44 Tiong Bahru Market 168898,Singaporean,168898
Heng Heng Chicken Rice,3.7,1 Kadayanallur Street; #01-44 Maxwell Food Centre 069184,Singaporean,069184
Say Seng Tau Kwa Pau,4,271 Onan Road; #01-05 Food Centre 424768,Singaporean,424768
Miao Yi Vegetarian Restaurant,3.8,101 Upper Cross Street; #03-32 People's Park Centre 058357,Singaporean,058357
Fu Zhou Poh Hwa Oyster Cake,4.1,166 Jalan Besar; #02-34 Berseh Food Centre 208877,Singaporean,208877
San Lian Sugar Cane Juice,2.9,590 Upper Thomson Road; #01-25 Sembawang Hill Food Centre 574419,Juices,574419
Hong Li Fishball Noodle,2.9,221A Boon Lay Place; #01-158 Food Village Boon Lay Place 642221,Singaporean,642221
Misa Bedok Corner,3.8,1 Bedok Road; #11 Bedok Food Centre 469572,Indonesian,469572
Ju Dian Bbq,3.8,14 Smith Street 058928,Chinese,058928
Yi Xin Vegetarian Food,3.4,39 Temple Street 058584,Healthy Food,058584
Lai Xin Shu Shi,2.9,4a Woodlands Centre Road; #02-44 Food Centre; Woodlands 731004,Singaporean,731004
Noodle House,4.3,6 Eu Tong Sen Street; B1-44 The Central 059817,Singaporean,059817
Xin Heng Feng Guo Tiao Tan,4.6,91 Whampoa Drive; #01-14/15 Whampoa Makan Place,Singaporean,Place
Killiney Curry Puff,3.5,93 Killiney Road 239536,Singaporean,239536
Peng's Restaurant Catering Service,3.7,30 Lorong 1 Realty Park 536953,Chinese,536953
Liu Po Sixth Granny Crystal Hotpot,4.2,291 Geylang Road; Lorong 15 389338,BBQ,389338
Surinah Muslim Food,3,79/79a Circuit Road; #01-96 Hawker Centre 370079,Singaporean,370079
Sheng Cheng Economical Rice,3,117 Aljunied Avenue 2; #01-25 Aljunied Market & Food Centre 380117,Singaporean,380117
Friends,3.3,1 Lorong Mambong; #01-21 Holland Village; 277700,Singaporean,277700
Adam's Corner Seafood Restaurant,3.4,943 Serangoon Road 328129,Seafood,328129
Durian History,4,1 Park Road; #01-28 People'south Park Complex 059108,Singaporean,059108
Alison Eating House,4.1,304 Orchard Road; #02-66 Lucky Plaza 238863,Chinese,238863
Hong Lim Vegetarian Food,3,254 Jurong East Street 24; #01-43 Yuhua Village Market & Food Centre 600254,Singaporean,600254
Fo You Yuan Vegetarian Restaurant,4.1,310 Lavender Street 338815,Singaporean,338815
Enak Enak,3.4,1202 East Coast Parkway 449881,Singaporean,449881
Fresh Beer Singapore,3.7,21 Jurong Town Hall Road 609433,Singaporean,609433
Quan Kee Wanton Noodles,2.9,117 Aljunied Avenue 2; #01-22 Aljunied Market & Food Centre 380117,Singaporean,380117
The 2nd Floor,3.6,10 Claymore Hill; American Club; ; Spore 229573,Chinese,229573
Chow Fun Bar & Restaurant,4.6,200 Turf Club Road; #01-08 The Grandstand 287994,Chinese,287994
San Yuan Gourmet,3.5,9 Penang Road; #B1-11 Park Mall 238459,Singaporean,238459
Xiang Jiang Claypot Chicken Rice,3.2,498 Jurong West Street 41 CCMW Coffeeshop,Singaporean,Coffeeshop
Chye Lye Curry Fish Head Restaurant,3.6,1 Jalan Legundi 759263,Chinese,759263
328 Katong Laksa,3.5,3 Gateway Drive; #B2-05 Westgate 608532,Peranakan,608532
Cahaya Restaurant,3.6,14 Scotts Road; 91/92 Far East Plaza 228213,Singaporean,228213
Prague Microbrewery & Restaurant,2.8,165 Tanjong Pagar Road; #01-00 Hotel 088539,Chinese,088539
Universal,3.1,117 Aljunied Avenue 2; #01-32 Food Centre 380117,Juices,380117
Indian Muslim Food,3.3,29 Bendemeer Road; #01-76 Bendemeer Market & Food Centre 330029,Indian,330029
Wing Kee Ipoh Hor Fun,3.8,2 Changi Village Road; #01-04 Changi Village Market Food Centre 500002,Chinese,500002
Chinatown Tan's Tutu Coconut Cake,4.2,80 Marine Parade Road; #B1-85 Parkway Parade 449269,Desserts,449269
Dessert Hut,3.5,11 Collyer Quay #01-06 The Arcade 049317,Desserts,049317
Zhenyi Veggie Place,4.1,128 Ang Mo Kio Avenue 3; #01-1855 Avenue; Ang Mo Kio 560128,Chinese,560128
Don Signature Crab,4,206 Toa Payoh North 1; #01-1197 310206,Seafood,310206
Xiang Xiang Vegetarian Food & Fruit,3.9,810 Hougang Central; #01-228 530810,Juices,530810
Hajmeer Kwaja Muslim Food,3.1,1 Kadayanallur Street; #01-103 Maxwell Food Centre 069184,Indian,069184
Bugis Street Beef Kway Teow,3.2,505 Jurong West Street 52; #01-52 ﻿ Jurong West 505 Market & Food Centre 640505,Singaporean,640505
Kin Kin Chilli Pan Mee,3.6,534 Mac Pherson Road 368220,Malaysian,368220
Economic Fried Bee Hoon Noodle,3.8,22 Lorong 7 Toa Payoh; #01-26 Kim Keat Palm Market Food Centre; 310022,Singaporean,310022
Seng Huat Homemade Fried Carrot Cake,3.5,254 Jurong East Street 24; #01-48 Yuhua Village Market 600254,Singaporean,600254
Soon Heng Fish Ball Noodles,3.9,726 Clementi West Street 2; #01-184 Clementi West Market Food Centre 120726,Chinese,120726
Steamboat,3.4,50 East Coast Road; Roxy Square 428769,Singaporean,428769
Chicken Rice,3.2,1 Woodlands Road; #02-15 ﻿ Junction 10 677899,Singaporean,677899
Selera Rasa,3.1,51 Old Airport Road; 42 Food Centre 390051,Indian,390051
Seng Loo Hot & Cold Drink,3.1,4a Woodlands Centre Road; #02-01 Food Centre; Woodlands 731004,Juices,731004
Golden Nur Nasi Briyani Special,4,50 Market Street; #02-02 Golden Shoe 048940,Indian,048940
Hua Hua Eating House,4.1,81 Marine Parade Central; #01-654 440081,Singaporean,440081
Farrer You Tiao,3.7,7 Empress Road; #01-99 Market & Food Centre 260007,Singaporean,260007
Royal Bell Restaurant,4,66 Boat Quay,Indonesian,Quay
Kway Chap/ Duck Rice/ Duck Noodle/ Duck Porridge,3.5,30 Seng Poh Road; #02-43 Tiong Bahru Market 168898,Singaporean,168898
Ntu Canteen 13,3,32 Nanyang Crescent 637658,Fast Food,637658
P Naina Mhd Ekasa,3.1,511 Market & Food Centre Block 511 Bedok North Street 3; #01-18 Kaki Bukit 460511,Singaporean,460511
Leo Satay,3.1,51 Hougang Avenue 9; #01-31 Ci Yuan Community Club 538776,Singaporean,538776
Shafima Family Food,3.1,38A Beo Crescent; #01-94 Market & Food Centre 169982,Indian,169982
Amat Satay Stall,3.2,20 Ling Lane; #01-19 Food Centre 730020,Singaporean,730020
Noodle Around,3.6,470 North Bridge Road; #01-03 Bugis Cube 188735,Fusion,188735
First Street Teochew Fish Soup,4.1,1014 Upper Serangoon Road 534752,Chinese,534752
Cheng Mun Chee Kee Pig's Organ Soup,3.8,24 Foch Road; 209263,Cafe,209263
Old Hong Kong Station,3.8,1 Pasir Ris Central Street 3; #01-44 White Sands,Cafe,Sands
Modern Peking Duck,3.6,1 Harbourfront Walk; #B2-K15 Vivocity 098585,Singaporean,098585
Kun Ji,4,84 Marine Parade Central Mar; #01-178 Block 84 Central 440084,Chinese,440084
Rong Hua Bak Kut Teh,4.1,6 Raffles Boulevard; #02-201; Marina Square; 039594,Teochew,039594
Tien Fook,4.3,270 Queen Street; #01-116 Albert Centre Market & Food Centre 180270,Singaporean,180270
Cheng Long Fish Soup,3.6,68 Orchard Road; #06-15/17 Plaza Singapura 238839,Seafood,238839
Nan Hwa Chong Fish Head Steamboat Corner,3.7,814 North Bridge Road; 814 816 198779,Chinese,198779
Soyako,3.6,116 Upper Bukit Timah Road; 166 Bukit Timah Market,Singaporean,Market
Qiang Ji Hainanese Chicken Rice,4.4,1 Kadayanallur Street; #01-002 Maxwell Food Centre 069184,Singaporean,069184
Dragon Palace Restaurant,4.1,185 Joo Chiat Road; 185-187 185,Singaporean,185
Yi Pin Bak Kut Teh,3.6,01-2381 Avenue; Ang Mo Kio 560530,Singaporean,560530
Souper Tang,3.4,176 Orchard Road; #02-51 The Centrepoint 238843,Chinese,238843
137 Lor Mee Prawn Mee,2.9,137 Tampines Street 11; #01-09 Tampines Round Market & Food Centre 521137,Singaporean,521137
Meng Kee Wanton Mee,3.4,270 Queen Street; #01-52 Albert Centre Market & Food Centre 180270,Singaporean,180270
Tip Top Beef Brisket,3.7,116 Upper Bukit Timah Road; 140 Bukit Timah Market and Food Centre,Seafood,Centre
Famous Bedok Kway Chap,3.6,92 Whampoa Drive; 01-26 Makan Place,Singaporean,Place
Chinois,3.5,26 Sentosa Gateway; #02-142/143hotel,Singaporean,#02-142/143hotel
New Soon Huat,4,257 Jalan Kayu; Jalan Kayu Estate 799485,Singaporean,799485
Wan Chai Hong Kong Tea Room,3.4,604 Sembawang Road; #03-12/13 Sembawang Shopping Centre 758459,Cafe,758459
Chef Kang's,3.4,25 Mackenzie Road; Mackenzie Regency 228681,Singaporean,228681
Hung Huat Cakes & Pastries,4.3,49 Sims Place; #01-48 Sims Vista Market Food Centre 380049,Bakery,380049
Xiang Yuan Curry Fish Head,3.2,58 New Upper Changi Road; #01-164 Hawker Centre; Changi 461058,Singaporean,461058
Ming Fa,4.5,328 Bedok Road; Bedok Shopping Complex 469499,Singaporean,469499
Wanton Noodle,3.3,51 Hougang Avenue 9; #01-06 Ci Yuan Hawker Centre; 538776,Singaporean,538776
Mohd Sahbir Muslim Food,3.1,49 Sims Place; 10 Sims Vista Market 380049,Indian,380049
Amk Mushroom Minced Meat Noodle,3.6,628 Ang Mo Kio Avenue 4; #01-72 Market & Food Centre 560628,Singaporean,560628
Eng Kong Eating House,3.2,1 Eng Kong Terrace 598973,Cafe,598973
Teck Ee Seafood,3.1,277C Compassvale Link; #01-13 543277,Singaporean,543277
Amoy Street Fried Oyster,3.6,32 New Market Road; #01-1136 People South Park Co 050032,Singaporean,050032
Foo Kee Curry Puff & Chee Cheong Fun,3.9,115b Commonwealth Drive,Cafe,Drive
Jojo Asian Delights,4.6,4A Jalan Batu; #01-01 Market Cooked Food Centre 432004,Singaporean,432004
Hai Shan Roasted Chicken Rice,4.3,30 Seng Poh Road; #02-32 Tiong Bahru 168898,Singaporean,168898
Alan Seafood Singapore,3.4,1080 Lower Delta Road 169311,Seafood,169311
Queensway Famous Curry Chicken,3.7,1 Queensway; #01-60 Queensway Shopping Centre 149053,Singaporean,149053
Original Fried Hokkien Prawn Mee,4,566 Serangoon Road; Long San Eating House 218181,Chinese,218181
Adam Seafood Bbq,3.9,2 Adam Road; #01-18 Food Centre 289876,Seafood,289876
Double Happy Bah Kut Teh,3.8,70 Zion Road; Stall 29; Zion Riverside Food Centre 247792,Singaporean,247792
Zhong Hua Can Ting,4.3,12 Upper Cross Street 058329,Chinese,058329
Somerset Delicacies,3.4,1 Kadayanallur Street; #01-60 Maxwell Food Centre 069184,Singaporean,069184
New World Mutton Soup,3.8,166 Jalan Besar; #02-57 Berseh Food Centre 208877,Singaporean,208877
Chomp Chomp Satay Bee Hoon,2.8,20 Kensington Park Road; #01-17 Chomp Chomp 557269,Singaporean,557269
Kwang Huat Prawn Noodle,3.1,500 Clemenceau Avenue; #01-15 Newton Circus Food Centre 229495,Singaporean,229495
Pin Sheng Fish Soup Fish Porridge Handmade Noodle,4.4,6 Tanjong Pagar Plaza; #02-48 Market & Food Centre 081006,Singaporean,081006
West Co'z Cafe,3.9,21 Choa Chu Kang North 6; #01-28 Yew Tee Point 689578,Thai,689578
139 Hainan Chicken Rice,3.2,254 Jurong East Street 24; #01-39 Yuhua Village Market and Food Centre 600254,Singaporean,600254
Xiang Yuan Wanton Noodle,3.2,20 Marsilling Lane; #01-17 Marsiling Lane Food Centre 730020,Singaporean,730020
Tai Wah Cooked Food,3.2,335 Smith Street; #02-115 Chinatown Complex Market 050335,Singaporean,050335
Xin Xian Pork Porridge,3.2,50a Marine Terrace; #01-283 Marine Parade Food Centre 441050,Singaporean,441050
Xiong Ji Fried Carrot Cake,3.3,137 Tampines Street 11; #01- Tampines Round Market 521137,Singaporean,521137
Samsui Woman,3.1,29 Bendemeer Road; #01-20 Bendemeer Market 330029,Singaporean,330029
Le Xiang Wei Seafood,4.5,391 Upper Aljunied Road 367876,Seafood,367876
Braised Duck Rice,3.1,503 West Coast Drive; #01-78 Ayer Rajah Food Centre 120503,Singaporean,120503
Chun Man Yuan,3.1,93 Toa Payoh Lorong 4; #01-55 310093,Singaporean,310093
Madint Food Stall,3.2,4A Woodlands Centre Road; #02-74 Woodlands Centre Road Food Centre 731004,Indian,731004
Marine Parade Laksa,3.5,50 East Coast Road; #01-64 Roxy Square 428769,Peranakan,428769
Chinatown Sun Seng Gourmet's Corner,4.1,335 Smith Street; #02-62 Chinatown Complex Market 050335,Seafood,050335
Nan Zhen Seafood,3.6,6 Jalan Bukit Merah; #01-37 Abc Brickworks Food Centre 150006,Seafood,150006
Big Eater Restaurant,3.3,273 Bukit Batok Avenue 4; #01-78,Singaporean,#01-78
Vegetarian Cooked Food,2.7,531A Upper Cross Street; #02-02 Hong Lim Market & Food Centre 051531,Singaporean,051531
D'life Bistro & Cafe,3.7,118 Commonwealth Crescent; #01-29 . 140118,Chinese,140118
Cui Yuan Gong Shan Zhong,3.2,163 Bukit Merah Central; #02-20 Food Centre 150163,Singaporean,150163
Wanton Egg Noodle,3.7,209 Hougang Street 21; #01-64 Kovan Hougang Market 530209,Singaporean,530209
Ah Hak Bak Kut Teh,3.6,397 Balestier Road; Kai Juan Coffeeshop 329800,Singaporean,329800
Shui Kway,4.6,590 Upper Thomson Road; #01-16 Sembawang Hill Food Centre 574419,Singaporean,574419
Yean Heng Pancake,3.1,Block 41A Cambridge Road; #01-32 Pek Kio Food Centre 211041,Cafe,211041
Wang's Kitchen,3.1,29 Woodlands Industrial Park E1; #01-01 Northtech 757716,Cafe,757716
Selera Cuppage Food Corner,2.8,5 Koek Road; #01-11 Cuppage Plaza 228796,Indonesian,228796
Fatimah Nazeeha,3.2,117 Aljunied Avenue 2; #01- Food Centre 380117,Indian,380117
Tuckshop,3.6,2 Marina Boulevard; #B1-04 The Sail 018987,Fast Food,018987
Shun Chang Kway & Carrot Cake,3.8,50A Marine Terrace; #01-297 Marine Parade Food Centre 441050,Singaporean,441050
Cafe 566,3.9,566 Woodlands Road; Mandai Estate 728697,Chinese,728697
Shun Feng Kitchen,2.6,145 Kitchener Road 208523,Singaporean,208523
Earthen Jar Treasure Herbal Soup,4,22 Sin Ming Road; #01-244 77 Eating House 570022,Healthy Food,570022
Hand Made Fishball Noodle,3.9,85 Redhill Lane; 01-38 Redhill Food Centre 150085,Singaporean,150085
Xin Xin Famous Fried Oyster,3.8,726 Clementi West Street 2; #01-187 Clementi West Market Food Centre 120726,Seafood,120726
Queen St Prawn Noodles,3.5,270 Queen Street; #01-60 Albert Centre Market & Food Centre 180270,Singaporean,180270
Pek Kio Seafood Delights,2.5,41a Cambridge Road; #01-35 Pek Kio Market Food Centre 211041,Seafood,211041
Belly View Cafe,3.7,11 Changi Coast Walk; Safra Resort Sea Sports Centre,Cafe,Centre
Fort Canning Hill Bak Kut Teh,4.2,20 Ghim Moh Road; #01-11 Ghim Moh Market Food Centre 270020,Singaporean,270020
419 F&B,2.7,419 Tampines Street,Chinese,Street
Fong Seng Fast Food Nasi Lemak,2.7,22 Clementi Road 129751,Indonesian,129751
Ngee Kee Fried Hokkien Mee,3.4,60 Airport Boulevard; #3m Airport Terminal 2; Changi 819643,Singaporean,819643
Piccolo Bistro,3.1,18 Raffles Quay; Lau Pa 048582,Cafe,048582
101 Home Made Noodle Curry Chicken,4.5,20 Ghim Moh Road; #01-70 Ghim Moh Market and Food Centre 270020,Singaporean,270020
Yuan Wei Deep Sea Fish Porridge & Steamboat,3.8,1001 Serangoon Road 328165,Seafood,328165
Very Cheap Bak Kut Teh,3.2,69 Geylang Bahru; #01-2863 Food Centre; Geylang 330069,Singaporean,330069
Song Sing Hng Restaurant,3.2,271 Onan Road; #01-04 Dunman Food Centre 424768,Seafood,424768
Yummy Rice Shop,3.7,270 Queen Street; #01-53 Albert Centre Market & Food Centre 180270,Singaporean,180270
Kimly Seafood,3.2,57 New Upper Changi Road 461057,Singaporean,461057
Congee Xi Dao Xiao Chi,3.7,166 Jalan Besar; #01-13 Berseh Food Cent 208877,Singaporean,208877
Chinatown Porridge,3.7,503 West Coast Drive; #01-14 Ayer Rajah Food Centre 120503,Singaporean,120503
Chicago Nasi Lemak,2.8,861 North Bridge Road; #01-92 Food Centre 198783,Singaporean,198783
Whitley Road Big Prawn Noodle,2.8,273 Thomson Road; #01-03A Novena Gardens 307644,Hokkien,307644
Xin Lu Teochew Fishball Noodle,3.8,159 Mei Chin Road; #02-05 Mei Ling Market & Food Centre 140159,Singaporean,140159
Tiong Bahru Chwee Kueh,3.7,91 Whampoa Drive; #01-25 Whampoa Drive Makan Place 320090,Singaporean,320090
Hong Kee Porridge,3.8,31 Commonwealth Crescent; #02-89 Market & Food Centre 149644,Singaporean,149644
Apa Kitchen,3.3,1 Kim Seng Promenade; #B1-16/17 Great World City 237994,Singaporean,237994
Heng Kee Curry Chicken Noodles,3.6,531A Upper Cross Street; #01-58 Food Centre 051531,Singaporean,051531
Yap Kee Hainanese Chicken Rice,3.3,20 Marsiling Lane #01-21; #01-21 Food Centre 730020,Hainanese,730020
Lit Lit Sin Desserts,3.8,93 Toa Payoh; #01-36 Toa Payoh Lorong 4 Hawker Centre 310093,Bakery,310093
Yan Kee Noodle House,3.1,1 Kadayanallur Street; #01-49 Maxwell Food Centre 069184,Singaporean,069184
Loo Kee Fish Soup Fish Porridge,3.1,49 Sims Place; 71 Sims Vista Market 380049,Singaporean,380049
Great Wall Hainanese Chicken Rice,4.3,221 Boon Lay Place; #01-129 Food Village 642221,Singaporean,642221
Wak Limah Stall,3,320 Shunfu Road; #02-15 Shunfu Mart 570320,Indonesian,570320
Da Cheng Kway Chap,3.4,127 Lorong 1 Toa Payoh; #02-14 Toa Payoh West Market 310127,Singaporean,310127
Hill City Cafe,3.9,6 Eu Tong Sen Street; #B1-17 Central 059817,Singaporean,059817
Jin Pai Zi Char,3.1,120 Bukit Merah Lane 1; #01-47 Alexandra Village Food Centre 150120,Singaporean,150120
Selera Kita,3.2,503 West Coast Drive; #01-72 Ayer Rajah Food Centre 120503,Singaporean,120503
Chin Choon Prawn Noodle,3.2,826 Upper Bukit Timah; Chun Sheng Yuan Eating House 678154,Singaporean,678154
Nonya Delicatessen,3.4,1 Jalan Anak Bukit; #b1-k69 Bukit Timah Shopping Centre 588996,Peranakan,588996
Dunman Duck Rice,3.5,271 Onan Road; #01-10 Dunman Food Centre 424768,Singaporean,424768
Chai Ji,2.9,209 Hougang Street 21; #01-29 Kovan Hougang Market 530209,Singaporean,530209
San Tong Steamed Soup & Delicious Seafood,3.1,17 Old Airport Road; #01-03 Kallang Estate Food Centre 397972,Seafood,397972
Chai Chee Kway Chap,3.5,216 Bedok North Street 1; #01-67 Market Food Centre 460216,Singaporean,460216
Vegetarian Curry Puff,3.1,79/79a Circuit Road; #01- Centre,Singaporean,Centre
Xie Kee Hokkien Mee,3.4,51 Upper Bukit Timah Road; #02-174 Bukit Timah Market & Food Centre 588172,Singaporean,588172
Chomp Chomp Bbq,3.2,85 Bedok North Street 4 460085,BBQ,460085
Zhen Xin Shui Guo,3.1,209 Hougang Street 21; #01-59 Kovan Hougang Market 530209,Singaporean,530209
Song Ji Seafood Restaurant,3.2,285 Joo Chiat Road 427539,Seafood,427539
Qiu Rong Hand-made Noodle Seafood Soup,4.1,#01-161 Marine Parade Promenade; 84 Marine Parade Central 440084,Seafood,440084
Quan Xing Spicy Prawn Crackers,3.2,511 Bedok North Street 3; #01-25 Kaki Bukit 460511,Singaporean,460511
Rex Hainan Chicken Rice & Beef Kway Teow,3.7,3 Yung Sheng Road; #03-176 Taman Jurong Market 618499,Hainanese,618499
Mr. YouTiao,2.9,10 Sinaran Drive; #02-08/09 Square 2 307506,Singaporean,307506
Tanaka Vegetarian Food,3.2,306A Woodland Street 31 730306,Singaporean,730306
Chai Kee Roasted Chicken Rice/ Noodle,4.3,Blk 4A Jalan Batu; #01-24 Jalan Batu Food Centre 432004,Singaporean,432004
O'bean Organic Soya Store,4,30 Tanjong Pagar Road 088453,Chinese,088453
Holland V Nasi Lemak,3.4,1 Lorong Mambong; #01-15 Holland Village 277700,Singaporean,277700
Graffiti Cafe,2.7,14 Scotts Road; #01-17/18/19 Far East Plaza; 228213,Singaporean,228213
Bedok Chwee Kueh,3.5,270 Queen Street; #01-79 Albert Centre Market & Food Centre; 180270,Singaporean,180270
Goh Chew Kee Seafood Bbq,3.1,500 Clemenceau Avenue North; #01-19 Food Centre 229495,Seafood,229495
Chang Xing Fried Carrot Cake,3.1,80 Circuit Road; #02-07 Food Centre 370080,Singaporean,370080
The Ocean B B Q,3.1,500 Clemenceau Avenue; #01- Food Centre 229495,Seafood,229495
Daily Fresh B B Q Chicken/ Spring Chicken,3.5,20 Kensington Park Road; Chomp Chomp Food Centre 557269,Singaporean,557269
Yi Ping Tung Charcoal Claypot Soup,3.7,3 Yung Sheng Road; 157 Taman Jurong Market 618499,Singaporean,618499
